"";"serie";"fecha";"valor";"año";"trimestre";"mes";"dato";"con_dato";"fecha_union"
"3853";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2011-7-1";93,8;2011;NA;7;"prod_industrial";NA;2025-09-25
"3854";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2011-8-1";96,9;2011;NA;8;"prod_industrial";NA;2025-09-25
"3855";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2011-9-1";93,9;2011;NA;9;"prod_industrial";NA;2025-09-25
"3856";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2011-10-1";96,6;2011;NA;10;"prod_industrial";NA;2025-09-25
"3857";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2011-11-1";100,4;2011;NA;11;"prod_industrial";NA;2025-09-25
"3858";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2011-12-1";101,2;2011;NA;12;"prod_industrial";NA;2025-09-25
"3859";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-1-1";95,2;2012;NA;1;"prod_industrial";NA;2025-09-25
"3860";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-2-1";94;2012;NA;2;"prod_industrial";NA;2025-09-25
"3861";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-3-1";107,6;2012;NA;3;"prod_industrial";NA;2025-09-25
"3862";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-4-1";98,1;2012;NA;4;"prod_industrial";NA;2025-09-25
"3863";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-5-1";101,2;2012;NA;5;"prod_industrial";NA;2025-09-25
"3864";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-6-1";95;2012;NA;6;"prod_industrial";NA;2025-09-25
"3865";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-7-1";94,6;2012;NA;7;"prod_industrial";NA;2025-09-25
"3866";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-8-1";101,4;2012;NA;8;"prod_industrial";NA;2025-09-25
"3867";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-9-1";88,3;2012;NA;9;"prod_industrial";NA;2025-09-25
"3868";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-10-1";105,1;2012;NA;10;"prod_industrial";NA;2025-09-25
"3869";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-11-1";101,7;2012;NA;11;"prod_industrial";NA;2025-09-25
"3870";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2012-12-1";98,5;2012;NA;12;"prod_industrial";NA;2025-09-25
"3871";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-1-1";100,3;2013;NA;1;"prod_industrial";NA;2025-09-25
"3872";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-2-1";96,6;2013;NA;2;"prod_industrial";NA;2025-09-25
"3873";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-3-1";105,6;2013;NA;3;"prod_industrial";NA;2025-09-25
"3874";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-4-1";101,8;2013;NA;4;"prod_industrial";NA;2025-09-25
"3875";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-5-1";96,9;2013;NA;5;"prod_industrial";NA;2025-09-25
"3876";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-6-1";92,5;2013;NA;6;"prod_industrial";NA;2025-09-25
"3877";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-7-1";99,5;2013;NA;7;"prod_industrial";NA;2025-09-25
"3878";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-8-1";99,8;2013;NA;8;"prod_industrial";NA;2025-09-25
"3879";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-9-1";87,8;2013;NA;9;"prod_industrial";NA;2025-09-25
"3880";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-10-1";102;2013;NA;10;"prod_industrial";NA;2025-09-25
"3881";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-11-1";100,8;2013;NA;11;"prod_industrial";NA;2025-09-25
"3882";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-12-1";99,1;2013;NA;12;"prod_industrial";NA;2025-09-25
"3883";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-1-1";97,9;2014;NA;1;"prod_industrial";NA;2025-09-25
"3884";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-2-1";92,9;2014;NA;2;"prod_industrial";NA;2025-09-25
"3885";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-3-1";104,2;2014;NA;3;"prod_industrial";NA;2025-09-25
"3886";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-4-1";101,2;2014;NA;4;"prod_industrial";NA;2025-09-25
"3887";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-5-1";98,5;2014;NA;5;"prod_industrial";NA;2025-09-25
"3888";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-6-1";94,3;2014;NA;6;"prod_industrial";NA;2025-09-25
"3889";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-7-1";96,2;2014;NA;7;"prod_industrial";NA;2025-09-25
"3890";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-8-1";94,5;2014;NA;8;"prod_industrial";NA;2025-09-25
"3891";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-9-1";90,2;2014;NA;9;"prod_industrial";NA;2025-09-25
"3892";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-10-1";101,7;2014;NA;10;"prod_industrial";NA;2025-09-25
"3893";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-11-1";97,3;2014;NA;11;"prod_industrial";NA;2025-09-25
"3894";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-12-1";99,8;2014;NA;12;"prod_industrial";NA;2025-09-25
"3895";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-1-1";96,1;2015;NA;1;"prod_industrial";NA;2025-09-25
"3896";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-2-1";93;2015;NA;2;"prod_industrial";NA;2025-09-25
"3897";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-3-1";105,5;2015;NA;3;"prod_industrial";NA;2025-09-25
"3898";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-4-1";100,8;2015;NA;4;"prod_industrial";NA;2025-09-25
"3899";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-5-1";97,7;2015;NA;5;"prod_industrial";NA;2025-09-25
"3900";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-6-1";95,7;2015;NA;6;"prod_industrial";NA;2025-09-25
"3901";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-7-1";98,4;2015;NA;7;"prod_industrial";NA;2025-09-25
"3902";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-8-1";93,4;2015;NA;8;"prod_industrial";NA;2025-09-25
"3903";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-9-1";94,4;2015;NA;9;"prod_industrial";NA;2025-09-25
"3904";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-10-1";101,4;2015;NA;10;"prod_industrial";NA;2025-09-25
"3905";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-11-1";100,1;2015;NA;11;"prod_industrial";NA;2025-09-25
"3906";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-12-1";100,7;2015;NA;12;"prod_industrial";NA;2025-09-25
"3907";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-1-1";94,4;2016;NA;1;"prod_industrial";NA;2025-09-25
"3908";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-2-1";96,8;2016;NA;2;"prod_industrial";NA;2025-09-25
"3909";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-3-1";109,5;2016;NA;3;"prod_industrial";NA;2025-09-25
"3910";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-4-1";100,6;2016;NA;4;"prod_industrial";NA;2025-09-25
"3911";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-5-1";98,2;2016;NA;5;"prod_industrial";NA;2025-09-25
"3912";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-6-1";94;2016;NA;6;"prod_industrial";NA;2025-09-25
"3913";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-7-1";92,6;2016;NA;7;"prod_industrial";NA;2025-09-25
"3914";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-8-1";98,3;2016;NA;8;"prod_industrial";NA;2025-09-25
"3915";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-9-1";95,4;2016;NA;9;"prod_industrial";NA;2025-09-25
"3916";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-10-1";96,3;2016;NA;10;"prod_industrial";NA;2025-09-25
"3917";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-11-1";100,6;2016;NA;11;"prod_industrial";NA;2025-09-25
"3918";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-12-1";101,5;2016;NA;12;"prod_industrial";NA;2025-09-25
"3919";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-1-1";95;2017;NA;1;"prod_industrial";NA;2025-09-25
"3920";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-2-1";91,8;2017;NA;2;"prod_industrial";NA;2025-09-25
"3921";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-3-1";109,7;2017;NA;3;"prod_industrial";NA;2025-09-25
"3922";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-4-1";92,8;2017;NA;4;"prod_industrial";NA;2025-09-25
"3923";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-5-1";100,9;2017;NA;5;"prod_industrial";NA;2025-09-25
"3924";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-6-1";92,9;2017;NA;6;"prod_industrial";NA;2025-09-25
"3925";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-7-1";94,3;2017;NA;7;"prod_industrial";NA;2025-09-25
"3926";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-8-1";98,7;2017;NA;8;"prod_industrial";NA;2025-09-25
"3927";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-9-1";91,9;2017;NA;9;"prod_industrial";NA;2025-09-25
"3928";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-10-1";96,2;2017;NA;10;"prod_industrial";NA;2025-09-25
"3929";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-11-1";103,5;2017;NA;11;"prod_industrial";NA;2025-09-25
"3930";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-12-1";99;2017;NA;12;"prod_industrial";NA;2025-09-25
"3931";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-1-1";98,9;2018;NA;1;"prod_industrial";NA;2025-09-25
"3932";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-2-1";94,4;2018;NA;2;"prod_industrial";NA;2025-09-25
"3933";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-3-1";105,6;2018;NA;3;"prod_industrial";NA;2025-09-25
"3934";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-4-1";103,2;2018;NA;4;"prod_industrial";NA;2025-09-25
"3935";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-5-1";102,2;2018;NA;5;"prod_industrial";NA;2025-09-25
"3936";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-6-1";100,7;2018;NA;6;"prod_industrial";NA;2025-09-25
"3937";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-7-1";94,9;2018;NA;7;"prod_industrial";NA;2025-09-25
"3938";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-8-1";101,3;2018;NA;8;"prod_industrial";NA;2025-09-25
"3939";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-9-1";87,8;2018;NA;9;"prod_industrial";NA;2025-09-25
"3940";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-10-1";107,2;2018;NA;10;"prod_industrial";NA;2025-09-25
"3941";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-11-1";101,4;2018;NA;11;"prod_industrial";NA;2025-09-25
"3942";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-12-1";102,7;2018;NA;12;"prod_industrial";NA;2025-09-25
"3943";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-1-1";103;2019;NA;1;"prod_industrial";NA;2025-09-25
"3944";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-2-1";94,6;2019;NA;2;"prod_industrial";NA;2025-09-25
"3945";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-3-1";105,7;2019;NA;3;"prod_industrial";NA;2025-09-25
"3946";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-4-1";103,2;2019;NA;4;"prod_industrial";NA;2025-09-25
"3947";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-5-1";105,4;2019;NA;5;"prod_industrial";NA;2025-09-25
"3948";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-6-1";97,4;2019;NA;6;"prod_industrial";NA;2025-09-25
"3949";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-7-1";102,2;2019;NA;7;"prod_industrial";NA;2025-09-25
"3950";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-8-1";101,1;2019;NA;8;"prod_industrial";NA;2025-09-25
"3951";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-9-1";90,3;2019;NA;9;"prod_industrial";NA;2025-09-25
"3952";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-10-1";99,6;2019;NA;10;"prod_industrial";NA;2025-09-25
"3953";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-11-1";102,2;2019;NA;11;"prod_industrial";NA;2025-09-25
"3954";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-12-1";104;2019;NA;12;"prod_industrial";NA;2025-09-25
"3955";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-1-1";103,2;2020;NA;1;"prod_industrial";NA;2025-09-25
"3956";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-2-1";98;2020;NA;2;"prod_industrial";NA;2025-09-25
"3957";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-3-1";107,5;2020;NA;3;"prod_industrial";NA;2025-09-25
"3958";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-4-1";98;2020;NA;4;"prod_industrial";NA;2025-09-25
"3959";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-5-1";92,1;2020;NA;5;"prod_industrial";NA;2025-09-25
"3960";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-6-1";88;2020;NA;6;"prod_industrial";NA;2025-09-25
"3961";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-7-1";93,6;2020;NA;7;"prod_industrial";NA;2025-09-25
"3962";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-8-1";94,7;2020;NA;8;"prod_industrial";NA;2025-09-25
"3963";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-9-1";95,5;2020;NA;9;"prod_industrial";NA;2025-09-25
"3964";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-10-1";104,2;2020;NA;10;"prod_industrial";NA;2025-09-25
"3965";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-11-1";100,9;2020;NA;11;"prod_industrial";NA;2025-09-25
"3966";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-12-1";104,7;2020;NA;12;"prod_industrial";NA;2025-09-25
"3967";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-1-1";102,5;2021;NA;1;"prod_industrial";NA;2025-09-25
"3968";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-2-1";96,7;2021;NA;2;"prod_industrial";NA;2025-09-25
"3969";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-3-1";112,5;2021;NA;3;"prod_industrial";NA;2025-09-25
"3970";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-4-1";101,4;2021;NA;4;"prod_industrial";NA;2025-09-25
"3971";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-5-1";99,8;2021;NA;5;"prod_industrial";NA;2025-09-25
"3972";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-6-1";100,8;2021;NA;6;"prod_industrial";NA;2025-09-25
"3973";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-7-1";99,1;2021;NA;7;"prod_industrial";NA;2025-09-25
"3974";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-8-1";100,7;2021;NA;8;"prod_industrial";NA;2025-09-25
"3975";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-9-1";99;2021;NA;9;"prod_industrial";NA;2025-09-25
"3976";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-10-1";104,1;2021;NA;10;"prod_industrial";NA;2025-09-25
"3977";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-11-1";105,2;2021;NA;11;"prod_industrial";NA;2025-09-25
"3978";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-12-1";106,2;2021;NA;12;"prod_industrial";NA;2025-09-25
"3979";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-1-1";98,6;2022;NA;1;"prod_industrial";NA;2025-09-25
"3980";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-2-1";94,4;2022;NA;2;"prod_industrial";NA;2025-09-25
"3981";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-3-1";113,1;2022;NA;3;"prod_industrial";NA;2025-09-25
"3982";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-4-1";98,7;2022;NA;4;"prod_industrial";NA;2025-09-25
"3983";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-5-1";98;2022;NA;5;"prod_industrial";NA;2025-09-25
"3984";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-6-1";93,4;2022;NA;6;"prod_industrial";NA;2025-09-25
"3985";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-7-1";94;2022;NA;7;"prod_industrial";NA;2025-09-25
"3986";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-8-1";97,3;2022;NA;8;"prod_industrial";NA;2025-09-25
"3987";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-9-1";91,7;2022;NA;9;"prod_industrial";NA;2025-09-25
"3988";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-10-1";93,3;2022;NA;10;"prod_industrial";NA;2025-09-25
"3989";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-11-1";97,7;2022;NA;11;"prod_industrial";NA;2025-09-25
"3990";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-12-1";101,7;2022;NA;12;"prod_industrial";NA;2025-09-25
"3991";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-1-1";97,2;2023;NA;1;"prod_industrial";NA;2025-09-25
"3992";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-2-1";91,2;2023;NA;2;"prod_industrial";NA;2025-09-25
"3993";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-3-1";105,8;2023;NA;3;"prod_industrial";NA;2025-09-25
"3994";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-4-1";95,7;2023;NA;4;"prod_industrial";NA;2025-09-25
"3995";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-5-1";99;2023;NA;5;"prod_industrial";NA;2025-09-25
"3996";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-6-1";93;2023;NA;6;"prod_industrial";NA;2025-09-25
"3997";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-7-1";94,9;2023;NA;7;"prod_industrial";NA;2025-09-25
"3998";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-8-1";97,2;2023;NA;8;"prod_industrial";NA;2025-09-25
"3999";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-9-1";91,9;2023;NA;9;"prod_industrial";NA;2025-09-25
"4000";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-10-1";101,9;2023;NA;10;"prod_industrial";NA;2025-09-25
"4001";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-11-1";102;2023;NA;11;"prod_industrial";NA;2025-09-25
"4002";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-12-1";99,5;2023;NA;12;"prod_industrial";NA;2025-09-25
"4003";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-1-1";103,3;2024;NA;1;"prod_industrial";NA;2025-09-25
"4004";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-2-1";99,3;2024;NA;2;"prod_industrial";NA;2025-09-25
"4005";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-3-1";103,8;2024;NA;3;"prod_industrial";NA;2025-09-25
"4006";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-4-1";102,1;2024;NA;4;"prod_industrial";NA;2025-09-25
"4007";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-5-1";96,7;2024;NA;5;"prod_industrial";NA;2025-09-25
"4008";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-6-1";88,6;2024;NA;6;"prod_industrial";NA;2025-09-25
"4009";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-7-1";100,3;2024;NA;7;"prod_industrial";NA;2025-09-25
"4010";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-8-1";100,2;2024;NA;8;"prod_industrial";NA;2025-09-25
"4011";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-9-1";91,1;2024;NA;9;"prod_industrial";NA;2025-09-25
"4012";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-10-1";106,4;2024;NA;10;"prod_industrial";NA;2025-09-25
"4013";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-11-1";102,9;2024;NA;11;"prod_industrial";NA;2025-09-25
"4014";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-12-1";107,3;2024;NA;12;"prod_industrial";NA;2025-09-25
"4015";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-1-1";106,6;2025;NA;1;"prod_industrial";NA;2025-09-25
"4016";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-2-1";97,9;2025;NA;2;"prod_industrial";NA;2025-09-25
"4017";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-3-1";109,2;2025;NA;3;"prod_industrial";NA;2025-09-25
"4018";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-4-1";101,9;2025;NA;4;"prod_industrial";NA;2025-09-25
"4019";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-5-1";99,5;2025;NA;5;"prod_industrial";NA;2025-09-25
"4020";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-6-1";99,4;2025;NA;6;"prod_industrial";NA;2025-09-25
"4021";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-7-1";103;2025;NA;7;"prod_industrial";NA;2025-09-25
"4022";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-1-1";80,6;2010;NA;1;"prod_industrial";NA;2025-09-25
"4023";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-2-1";74,8;2010;NA;2;"prod_industrial";NA;2025-09-25
"4024";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-3-1";75,4;2010;NA;3;"prod_industrial";NA;2025-09-25
"4025";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-4-1";75,3;2010;NA;4;"prod_industrial";NA;2025-09-25
"4026";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-5-1";77,7;2010;NA;5;"prod_industrial";NA;2025-09-25
"4027";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-6-1";77,9;2010;NA;6;"prod_industrial";NA;2025-09-25
"4028";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-7-1";80,7;2010;NA;7;"prod_industrial";NA;2025-09-25
"4029";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-8-1";79,5;2010;NA;8;"prod_industrial";NA;2025-09-25
"4030";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-9-1";75,8;2010;NA;9;"prod_industrial";NA;2025-09-25
"4031";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-10-1";78,8;2010;NA;10;"prod_industrial";NA;2025-09-25
"4032";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-11-1";79,9;2010;NA;11;"prod_industrial";NA;2025-09-25
"4033";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-12-1";84,9;2010;NA;12;"prod_industrial";NA;2025-09-25
"4034";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-1-1";85,4;2011;NA;1;"prod_industrial";NA;2025-09-25
"4035";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-2-1";79;2011;NA;2;"prod_industrial";NA;2025-09-25
"4036";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-3-1";86,2;2011;NA;3;"prod_industrial";NA;2025-09-25
"4037";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-4-1";80,7;2011;NA;4;"prod_industrial";NA;2025-09-25
"4038";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-5-1";83,6;2011;NA;5;"prod_industrial";NA;2025-09-25
"4039";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-6-1";81,2;2011;NA;6;"prod_industrial";NA;2025-09-25
"4040";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-7-1";81,7;2011;NA;7;"prod_industrial";NA;2025-09-25
"4041";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-8-1";82,1;2011;NA;8;"prod_industrial";NA;2025-09-25
"4042";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-9-1";78,2;2011;NA;9;"prod_industrial";NA;2025-09-25
"4043";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-10-1";82;2011;NA;10;"prod_industrial";NA;2025-09-25
"4044";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-11-1";83,5;2011;NA;11;"prod_industrial";NA;2025-09-25
"4045";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-12-1";89,4;2011;NA;12;"prod_industrial";NA;2025-09-25
"4046";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-1-1";92,1;2012;NA;1;"prod_industrial";NA;2025-09-25
"4047";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-2-1";88;2012;NA;2;"prod_industrial";NA;2025-09-25
"4048";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-3-1";92,4;2012;NA;3;"prod_industrial";NA;2025-09-25
"4049";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-4-1";85;2012;NA;4;"prod_industrial";NA;2025-09-25
