"";"serie";"fecha";"valor";"año";"trimestre";"mes";"dato";"con_dato";"fecha_union"
"3691";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-7-1";99,5;2013;NA;7;"prod_industrial";NA;2025-05-30
"3692";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-8-1";99,8;2013;NA;8;"prod_industrial";NA;2025-05-30
"3693";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-9-1";87,8;2013;NA;9;"prod_industrial";NA;2025-05-30
"3694";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-10-1";102;2013;NA;10;"prod_industrial";NA;2025-05-30
"3695";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-11-1";100,8;2013;NA;11;"prod_industrial";NA;2025-05-30
"3696";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2013-12-1";99,1;2013;NA;12;"prod_industrial";NA;2025-05-30
"3697";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-1-1";97,9;2014;NA;1;"prod_industrial";NA;2025-05-30
"3698";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-2-1";92,9;2014;NA;2;"prod_industrial";NA;2025-05-30
"3699";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-3-1";104,2;2014;NA;3;"prod_industrial";NA;2025-05-30
"3700";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-4-1";101,2;2014;NA;4;"prod_industrial";NA;2025-05-30
"3701";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-5-1";98,5;2014;NA;5;"prod_industrial";NA;2025-05-30
"3702";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-6-1";94,3;2014;NA;6;"prod_industrial";NA;2025-05-30
"3703";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-7-1";96,2;2014;NA;7;"prod_industrial";NA;2025-05-30
"3704";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-8-1";94,5;2014;NA;8;"prod_industrial";NA;2025-05-30
"3705";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-9-1";90,2;2014;NA;9;"prod_industrial";NA;2025-05-30
"3706";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-10-1";101,7;2014;NA;10;"prod_industrial";NA;2025-05-30
"3707";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-11-1";97,3;2014;NA;11;"prod_industrial";NA;2025-05-30
"3708";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2014-12-1";99,8;2014;NA;12;"prod_industrial";NA;2025-05-30
"3709";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-1-1";96,1;2015;NA;1;"prod_industrial";NA;2025-05-30
"3710";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-2-1";93;2015;NA;2;"prod_industrial";NA;2025-05-30
"3711";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-3-1";105,5;2015;NA;3;"prod_industrial";NA;2025-05-30
"3712";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-4-1";100,8;2015;NA;4;"prod_industrial";NA;2025-05-30
"3713";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-5-1";97,7;2015;NA;5;"prod_industrial";NA;2025-05-30
"3714";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-6-1";95,7;2015;NA;6;"prod_industrial";NA;2025-05-30
"3715";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-7-1";98,4;2015;NA;7;"prod_industrial";NA;2025-05-30
"3716";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-8-1";93,4;2015;NA;8;"prod_industrial";NA;2025-05-30
"3717";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-9-1";94,4;2015;NA;9;"prod_industrial";NA;2025-05-30
"3718";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-10-1";101,4;2015;NA;10;"prod_industrial";NA;2025-05-30
"3719";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-11-1";100,1;2015;NA;11;"prod_industrial";NA;2025-05-30
"3720";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2015-12-1";100,7;2015;NA;12;"prod_industrial";NA;2025-05-30
"3721";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-1-1";94,4;2016;NA;1;"prod_industrial";NA;2025-05-30
"3722";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-2-1";96,8;2016;NA;2;"prod_industrial";NA;2025-05-30
"3723";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-3-1";109,5;2016;NA;3;"prod_industrial";NA;2025-05-30
"3724";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-4-1";100,6;2016;NA;4;"prod_industrial";NA;2025-05-30
"3725";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-5-1";98,2;2016;NA;5;"prod_industrial";NA;2025-05-30
"3726";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-6-1";94;2016;NA;6;"prod_industrial";NA;2025-05-30
"3727";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-7-1";92,6;2016;NA;7;"prod_industrial";NA;2025-05-30
"3728";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-8-1";98,3;2016;NA;8;"prod_industrial";NA;2025-05-30
"3729";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-9-1";95,4;2016;NA;9;"prod_industrial";NA;2025-05-30
"3730";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-10-1";96,3;2016;NA;10;"prod_industrial";NA;2025-05-30
"3731";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-11-1";100,6;2016;NA;11;"prod_industrial";NA;2025-05-30
"3732";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2016-12-1";101,5;2016;NA;12;"prod_industrial";NA;2025-05-30
"3733";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-1-1";95;2017;NA;1;"prod_industrial";NA;2025-05-30
"3734";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-2-1";91,8;2017;NA;2;"prod_industrial";NA;2025-05-30
"3735";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-3-1";109,7;2017;NA;3;"prod_industrial";NA;2025-05-30
"3736";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-4-1";92,8;2017;NA;4;"prod_industrial";NA;2025-05-30
"3737";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-5-1";100,9;2017;NA;5;"prod_industrial";NA;2025-05-30
"3738";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-6-1";92,9;2017;NA;6;"prod_industrial";NA;2025-05-30
"3739";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-7-1";94,3;2017;NA;7;"prod_industrial";NA;2025-05-30
"3740";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-8-1";98,7;2017;NA;8;"prod_industrial";NA;2025-05-30
"3741";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-9-1";91,9;2017;NA;9;"prod_industrial";NA;2025-05-30
"3742";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-10-1";96,2;2017;NA;10;"prod_industrial";NA;2025-05-30
"3743";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-11-1";103,5;2017;NA;11;"prod_industrial";NA;2025-05-30
"3744";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2017-12-1";99;2017;NA;12;"prod_industrial";NA;2025-05-30
"3745";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-1-1";98,9;2018;NA;1;"prod_industrial";NA;2025-05-30
"3746";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-2-1";94,4;2018;NA;2;"prod_industrial";NA;2025-05-30
"3747";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-3-1";105,6;2018;NA;3;"prod_industrial";NA;2025-05-30
"3748";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-4-1";103,2;2018;NA;4;"prod_industrial";NA;2025-05-30
"3749";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-5-1";102,2;2018;NA;5;"prod_industrial";NA;2025-05-30
"3750";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-6-1";100,7;2018;NA;6;"prod_industrial";NA;2025-05-30
"3751";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-7-1";94,9;2018;NA;7;"prod_industrial";NA;2025-05-30
"3752";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-8-1";101,2;2018;NA;8;"prod_industrial";NA;2025-05-30
"3753";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-9-1";87,7;2018;NA;9;"prod_industrial";NA;2025-05-30
"3754";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-10-1";107,2;2018;NA;10;"prod_industrial";NA;2025-05-30
"3755";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-11-1";101,4;2018;NA;11;"prod_industrial";NA;2025-05-30
"3756";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2018-12-1";102,7;2018;NA;12;"prod_industrial";NA;2025-05-30
"3757";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-1-1";103;2019;NA;1;"prod_industrial";NA;2025-05-30
"3758";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-2-1";94,6;2019;NA;2;"prod_industrial";NA;2025-05-30
"3759";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-3-1";105,7;2019;NA;3;"prod_industrial";NA;2025-05-30
"3760";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-4-1";103,1;2019;NA;4;"prod_industrial";NA;2025-05-30
"3761";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-5-1";105,5;2019;NA;5;"prod_industrial";NA;2025-05-30
"3762";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-6-1";97,5;2019;NA;6;"prod_industrial";NA;2025-05-30
"3763";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-7-1";102,2;2019;NA;7;"prod_industrial";NA;2025-05-30
"3764";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-8-1";101;2019;NA;8;"prod_industrial";NA;2025-05-30
"3765";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-9-1";90,3;2019;NA;9;"prod_industrial";NA;2025-05-30
"3766";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-10-1";99,6;2019;NA;10;"prod_industrial";NA;2025-05-30
"3767";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-11-1";102,2;2019;NA;11;"prod_industrial";NA;2025-05-30
"3768";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2019-12-1";104;2019;NA;12;"prod_industrial";NA;2025-05-30
"3769";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-1-1";103,2;2020;NA;1;"prod_industrial";NA;2025-05-30
"3770";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-2-1";97,9;2020;NA;2;"prod_industrial";NA;2025-05-30
"3771";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-3-1";107,5;2020;NA;3;"prod_industrial";NA;2025-05-30
"3772";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-4-1";97,9;2020;NA;4;"prod_industrial";NA;2025-05-30
"3773";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-5-1";92,1;2020;NA;5;"prod_industrial";NA;2025-05-30
"3774";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-6-1";87,9;2020;NA;6;"prod_industrial";NA;2025-05-30
"3775";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-7-1";93,5;2020;NA;7;"prod_industrial";NA;2025-05-30
"3776";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-8-1";94,7;2020;NA;8;"prod_industrial";NA;2025-05-30
"3777";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-9-1";95,5;2020;NA;9;"prod_industrial";NA;2025-05-30
"3778";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-10-1";104,2;2020;NA;10;"prod_industrial";NA;2025-05-30
"3779";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-11-1";100,9;2020;NA;11;"prod_industrial";NA;2025-05-30
"3780";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2020-12-1";104,6;2020;NA;12;"prod_industrial";NA;2025-05-30
"3781";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-1-1";102,5;2021;NA;1;"prod_industrial";NA;2025-05-30
"3782";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-2-1";96,7;2021;NA;2;"prod_industrial";NA;2025-05-30
"3783";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-3-1";112,4;2021;NA;3;"prod_industrial";NA;2025-05-30
"3784";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-4-1";101,4;2021;NA;4;"prod_industrial";NA;2025-05-30
"3785";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-5-1";99,8;2021;NA;5;"prod_industrial";NA;2025-05-30
"3786";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-6-1";100,8;2021;NA;6;"prod_industrial";NA;2025-05-30
"3787";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-7-1";99;2021;NA;7;"prod_industrial";NA;2025-05-30
"3788";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-8-1";100,7;2021;NA;8;"prod_industrial";NA;2025-05-30
"3789";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-9-1";98,9;2021;NA;9;"prod_industrial";NA;2025-05-30
"3790";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-10-1";104,1;2021;NA;10;"prod_industrial";NA;2025-05-30
"3791";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-11-1";105,1;2021;NA;11;"prod_industrial";NA;2025-05-30
"3792";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2021-12-1";106,1;2021;NA;12;"prod_industrial";NA;2025-05-30
"3793";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-1-1";98,6;2022;NA;1;"prod_industrial";NA;2025-05-30
"3794";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-2-1";94,4;2022;NA;2;"prod_industrial";NA;2025-05-30
"3795";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-3-1";113,1;2022;NA;3;"prod_industrial";NA;2025-05-30
"3796";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-4-1";98,7;2022;NA;4;"prod_industrial";NA;2025-05-30
"3797";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-5-1";98;2022;NA;5;"prod_industrial";NA;2025-05-30
"3798";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-6-1";93,4;2022;NA;6;"prod_industrial";NA;2025-05-30
"3799";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-7-1";94;2022;NA;7;"prod_industrial";NA;2025-05-30
"3800";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-8-1";97,3;2022;NA;8;"prod_industrial";NA;2025-05-30
"3801";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-9-1";91,7;2022;NA;9;"prod_industrial";NA;2025-05-30
"3802";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-10-1";93,2;2022;NA;10;"prod_industrial";NA;2025-05-30
"3803";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-11-1";97,7;2022;NA;11;"prod_industrial";NA;2025-05-30
"3804";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2022-12-1";101,7;2022;NA;12;"prod_industrial";NA;2025-05-30
"3805";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-1-1";97,3;2023;NA;1;"prod_industrial";NA;2025-05-30
"3806";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-2-1";91,4;2023;NA;2;"prod_industrial";NA;2025-05-30
"3807";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-3-1";106,1;2023;NA;3;"prod_industrial";NA;2025-05-30
"3808";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-4-1";96;2023;NA;4;"prod_industrial";NA;2025-05-30
"3809";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-5-1";99,1;2023;NA;5;"prod_industrial";NA;2025-05-30
"3810";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-6-1";93,3;2023;NA;6;"prod_industrial";NA;2025-05-30
"3811";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-7-1";94,9;2023;NA;7;"prod_industrial";NA;2025-05-30
"3812";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-8-1";97,2;2023;NA;8;"prod_industrial";NA;2025-05-30
"3813";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-9-1";91,8;2023;NA;9;"prod_industrial";NA;2025-05-30
"3814";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-10-1";101,8;2023;NA;10;"prod_industrial";NA;2025-05-30
"3815";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-11-1";102;2023;NA;11;"prod_industrial";NA;2025-05-30
"3816";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2023-12-1";99,5;2023;NA;12;"prod_industrial";NA;2025-05-30
"3817";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-1-1";103,1;2024;NA;1;"prod_industrial";NA;2025-05-30
"3818";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-2-1";99,2;2024;NA;2;"prod_industrial";NA;2025-05-30
"3819";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-3-1";103,8;2024;NA;3;"prod_industrial";NA;2025-05-30
"3820";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-4-1";101,8;2024;NA;4;"prod_industrial";NA;2025-05-30
"3821";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-5-1";96,5;2024;NA;5;"prod_industrial";NA;2025-05-30
"3822";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-6-1";88,6;2024;NA;6;"prod_industrial";NA;2025-05-30
"3823";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-7-1";100,1;2024;NA;7;"prod_industrial";NA;2025-05-30
"3824";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-8-1";100,6;2024;NA;8;"prod_industrial";NA;2025-05-30
"3825";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-9-1";90,8;2024;NA;9;"prod_industrial";NA;2025-05-30
"3826";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-10-1";105,3;2024;NA;10;"prod_industrial";NA;2025-05-30
"3827";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-11-1";102,5;2024;NA;11;"prod_industrial";NA;2025-05-30
"3828";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2024-12-1";107,5;2024;NA;12;"prod_industrial";NA;2025-05-30
"3829";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-1-1";106,7;2025;NA;1;"prod_industrial";NA;2025-05-30
"3830";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-2-1";98;2025;NA;2;"prod_industrial";NA;2025-05-30
"3831";"Índice de producción industrial, manufacturera, INE (base 2018=100)";"2025-3-1";109,4;2025;NA;3;"prod_industrial";NA;2025-05-30
"3832";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-1-1";80,6;2010;NA;1;"prod_industrial";NA;2025-05-30
"3833";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-2-1";74,8;2010;NA;2;"prod_industrial";NA;2025-05-30
"3834";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-3-1";75,4;2010;NA;3;"prod_industrial";NA;2025-05-30
"3835";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-4-1";75,3;2010;NA;4;"prod_industrial";NA;2025-05-30
"3836";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-5-1";77,7;2010;NA;5;"prod_industrial";NA;2025-05-30
"3837";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-6-1";77,9;2010;NA;6;"prod_industrial";NA;2025-05-30
"3838";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-7-1";80,7;2010;NA;7;"prod_industrial";NA;2025-05-30
"3839";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-8-1";79,5;2010;NA;8;"prod_industrial";NA;2025-05-30
"3840";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-9-1";75,8;2010;NA;9;"prod_industrial";NA;2025-05-30
"3841";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-10-1";78,8;2010;NA;10;"prod_industrial";NA;2025-05-30
"3842";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-11-1";79,9;2010;NA;11;"prod_industrial";NA;2025-05-30
"3843";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2010-12-1";84,9;2010;NA;12;"prod_industrial";NA;2025-05-30
"3844";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-1-1";85,4;2011;NA;1;"prod_industrial";NA;2025-05-30
"3845";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-2-1";79;2011;NA;2;"prod_industrial";NA;2025-05-30
"3846";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-3-1";86,2;2011;NA;3;"prod_industrial";NA;2025-05-30
"3847";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-4-1";80,7;2011;NA;4;"prod_industrial";NA;2025-05-30
"3848";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-5-1";83,6;2011;NA;5;"prod_industrial";NA;2025-05-30
"3849";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-6-1";81,2;2011;NA;6;"prod_industrial";NA;2025-05-30
"3850";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-7-1";81,7;2011;NA;7;"prod_industrial";NA;2025-05-30
"3851";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-8-1";82,1;2011;NA;8;"prod_industrial";NA;2025-05-30
"3852";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-9-1";78,2;2011;NA;9;"prod_industrial";NA;2025-05-30
"3853";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-10-1";82;2011;NA;10;"prod_industrial";NA;2025-05-30
"3854";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-11-1";83,5;2011;NA;11;"prod_industrial";NA;2025-05-30
"3855";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2011-12-1";89,4;2011;NA;12;"prod_industrial";NA;2025-05-30
"3856";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-1-1";92,1;2012;NA;1;"prod_industrial";NA;2025-05-30
"3857";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-2-1";88;2012;NA;2;"prod_industrial";NA;2025-05-30
"3858";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-3-1";92,4;2012;NA;3;"prod_industrial";NA;2025-05-30
"3859";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-4-1";85;2012;NA;4;"prod_industrial";NA;2025-05-30
"3860";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-5-1";86,6;2012;NA;5;"prod_industrial";NA;2025-05-30
"3861";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-6-1";85,1;2012;NA;6;"prod_industrial";NA;2025-05-30
"3862";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-7-1";85,6;2012;NA;7;"prod_industrial";NA;2025-05-30
"3863";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-8-1";87;2012;NA;8;"prod_industrial";NA;2025-05-30
"3864";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-9-1";81,4;2012;NA;9;"prod_industrial";NA;2025-05-30
"3865";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-10-1";87,5;2012;NA;10;"prod_industrial";NA;2025-05-30
"3866";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-11-1";87,1;2012;NA;11;"prod_industrial";NA;2025-05-30
"3867";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2012-12-1";91,2;2012;NA;12;"prod_industrial";NA;2025-05-30
"3868";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-1-1";94,6;2013;NA;1;"prod_industrial";NA;2025-05-30
"3869";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-2-1";88,7;2013;NA;2;"prod_industrial";NA;2025-05-30
"3870";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-3-1";94,1;2013;NA;3;"prod_industrial";NA;2025-05-30
"3871";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-4-1";88,6;2013;NA;4;"prod_industrial";NA;2025-05-30
"3872";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-5-1";90,6;2013;NA;5;"prod_industrial";NA;2025-05-30
"3873";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-6-1";88,3;2013;NA;6;"prod_industrial";NA;2025-05-30
"3874";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-7-1";91;2013;NA;7;"prod_industrial";NA;2025-05-30
"3875";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-8-1";90,2;2013;NA;8;"prod_industrial";NA;2025-05-30
"3876";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-9-1";84,9;2013;NA;9;"prod_industrial";NA;2025-05-30
"3877";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-10-1";90,4;2013;NA;10;"prod_industrial";NA;2025-05-30
"3878";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-11-1";89,8;2013;NA;11;"prod_industrial";NA;2025-05-30
"3879";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2013-12-1";95;2013;NA;12;"prod_industrial";NA;2025-05-30
"3880";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-1-1";96,1;2014;NA;1;"prod_industrial";NA;2025-05-30
"3881";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-2-1";90,2;2014;NA;2;"prod_industrial";NA;2025-05-30
"3882";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-3-1";97,2;2014;NA;3;"prod_industrial";NA;2025-05-30
"3883";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-4-1";91,9;2014;NA;4;"prod_industrial";NA;2025-05-30
"3884";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-5-1";93,7;2014;NA;5;"prod_industrial";NA;2025-05-30
"3885";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-6-1";92,6;2014;NA;6;"prod_industrial";NA;2025-05-30
"3886";"Índice de producción industrial,electricidad, gas y agua, INE (base 2018=100)";"2014-7-1";93,8;2014;NA;7;"prod_industrial";NA;2025-05-30
